,birthday,entry_year,department,marital_status,performance_rating,job_satisfaction,working_hours,salary,last_year_salary,num_companies_worked,attrition
699,1969-11-22,1995,rnd,married,high,very high,7.8,6517134,6048945,,no
700,1963-10-28,2014,rnd,single,very high,high,8.33,5271750,4695599,4.0,yes
701,1968-2-21,1999,sales,,high,high,8.33,4732750,4442645,6.0,no
702,1991-1-7,2011,sales,,high,high,7.2,5289624,5005795,,no
703,1983-1-20,2015,sales,single,high,very high,6.67,6939600,6511776,1.0,no
704,1986-9-17,2009,sales,,high,very high,7.8,8465886,7946950,6.0,no
705,1982-4-22,2012,sales,single,high,high,7.5,3817800,3486893,0.0,no
706,1981-6-28,1999,sales,single,high,medium,9.0,11057040,10222855,4.0,yes
707,1974-8-17,2001,rnd,,high,high,8.67,6644560,6046005,1.0,no
708,1985-7-1,2009,sales,,high,very high,7.2,7190640,6743543,4.0,no
709,1990-7-19,2017,rnd,single,very high,low,8.67,4901000,4401832,,yes
710,1988-11-24,2011,sales,single,high,high,7.5,3563100,3365224,1.0,no
711,1992-3-30,2018,rnd,single,very high,low,8.1,9013113,8171453,6.0,yes
712,1988-1-13,2016,rnd,single,high,very high,7.2,4764528,4361523,3.0,no
713,1976-8-19,2013,rnd,,high,very high,7.8,8658000,8075739,3.0,no
714,1971-2-1,1989,rnd,,very high,very high,8.1,6522120,5866798,9.0,no
715,1988-3-15,2015,rnd,married,high,medium,7.8,7907094,7392571,1.0,no
716,1980-2-2,2000,rnd,,high,high,7.8,6192810,5685650,2.0,no
717,1994-6-28,2017,rnd,married,high,medium,6.93,3092128,2876933,9.0,no
718,1976-1-18,2012,rnd,married,high,low,6.93,3614832,3360758,1.0,no
719,1974-6-19,2012,sales,single,high,very high,8.33,8121000,7459355,,no
720,1991-4-1,2014,rnd,married,high,high,7.8,4351464,4106316,4.0,yes
721,1971-8-29,1999,rnd,married,high,high,9.0,9992970,9160298,3.0,no
722,1983-7-7,2018,rnd,married,high,high,6.67,5406000,4981111,0.0,no
723,1975-3-10,2008,rnd,,high,high,7.2,6550200,6129128,6.0,no
724,1997-10-19,2016,rnd,,high,high,6.67,3464200,3213841,1.0,no
725,1986-2-1,2016,rnd,,very high,medium,6.93,3302208,2937384,,yes
726,1990-7-23,2017,rnd,married,high,low,6.67,7579600,7145847,1.0,no
727,2003-12-18,2021,rnd,single,high,very high,6.67,5790600,5790600,1.0,no
728,1967-7-29,1999,rnd,married,high,high,7.2,4629744,4384227,8.0,no
729,1986-8-1,2005,rnd,,high,high,8.1,5473818,5184521,,no
730,1991-9-23,2012,rnd,married,high,low,8.67,7552480,7119607,0.0,no
731,2001-3-24,2020,rnd,single,high,low,6.67,7657800,7096469,1.0,yes
732,1991-7-27,2017,rnd,single,high,medium,7.5,5349375,4915349,0.0,yes
733,1995-8-22,2013,rnd,married,high,very high,7.5,2790900,2626482,1.0,no
734,1999-9-15,2017,rnd,married,high,low,8.67,10021700,9306927,1.0,no
735,1973-5-3,2002,rnd,single,high,high,6.93,8063952,7540632,2.0,no
736,1973-3-1,1994,rnd,single,high,high,8.67,8274500,7718750,7.0,no
737,1980-12-15,2013,rnd,single,high,high,6.93,3498768,3257395,6.0,no
738,1982-8-2,2000,rnd,married,high,very high,7.8,5947578,5495821,1.0,no
739,1994-3-24,2017,rnd,married,high,very high,8.1,4353102,3986722,0.0,no
740,1986-8-14,2018,rnd,,very high,very high,7.5,3963600,3595754,1.0,no
741,1979-11-16,2000,sales,married,high,high,7.5,8308350,7790295,6.0,no
742,1971-4-20,2013,rnd,married,high,very high,8.33,6454750,5901755,,no
743,1962-5-22,1991,rnd,single,high,very high,6.67,5485000,5138173,3.0,no
744,1984-5-14,2006,rnd,married,high,medium,6.67,4984800,4631852,5.0,yes
745,1966-7-16,2004,rnd,married,high,medium,8.33,6362250,5921126,3.0,no
746,1980-2-7,2000,rnd,,very high,high,6.67,4503200,4050004,1.0,no
747,1983-10-7,2002,sales,single,high,very high,7.5,3802050,3577726,,no
748,1995-1-23,2014,sales,single,high,low,7.2,6698592,6120230,,yes
749,1969-5-19,1988,sales,married,high,very high,7.5,5219775,4841642,1.0,yes
750,1977-3-4,1998,sales,married,high,very high,9.0,5843610,5358160,3.0,no
751,1971-12-18,2002,sales,married,high,high,6.93,7847424,7370549,,no
752,1985-2-1,2003,rnd,single,high,low,8.33,4375000,4039331,1.0,yes
753,1982-5-20,2000,rnd,single,high,low,6.93,6826560,6399700,1.0,no
754,1988-11-10,2018,sales,single,high,very high,7.8,8180640,7466131,0.0,no
755,1976-2-3,1995,sales,married,high,very high,8.67,9275500,8676800,3.0,no
756,1989-7-23,2011,rnd,single,high,high,7.2,6051672,5692476,9.0,no
757,1987-12-20,2005,sales,,high,very high,7.8,7228728,6834384,0.0,no
758,1962-5-5,2007,sales,married,high,very high,8.67,6722560,6256454,3.0,no
759,1976-6-30,2015,hr,single,high,medium,8.67,3722940,3434763,1.0,no
760,1968-9-2,1991,sales,married,high,medium,6.67,2878200,2713235,2.0,no
761,1985-5-12,2012,rnd,,high,high,6.67,6427600,5998133,7.0,yes
762,1995-3-20,2015,rnd,married,high,low,7.2,5078592,4741030,6.0,yes
763,1987-10-22,2020,sales,married,high,high,8.1,8486046,7723715,,no
764,1993-12-24,2020,sales,married,very high,medium,6.67,6034200,5435236,1.0,no
765,1983-1-10,2013,rnd,married,high,high,9.0,4745790,4382886,3.0,no
766,1971-8-27,1992,rnd,married,high,high,8.33,6202000,5857574,,no
767,1984-7-17,2013,rnd,single,high,medium,6.93,2723760,2523401,3.0,no
768,1981-2-19,2013,sales,married,high,low,6.93,6299696,5878227,1.0,no
769,1995-1-14,2016,rnd,,high,high,9.0,7036740,6581928,,no
770,1975-9-8,1998,rnd,,high,very high,7.5,3647925,3360284,9.0,no
771,1967-2-13,2008,sales,married,high,high,6.67,3431800,3239992,6.0,no
772,1965-9-7,2003,rnd,married,high,high,7.2,5234976,4778181,2.0,no
773,1985-9-22,2006,rnd,single,high,very high,8.33,5300750,5014900,0.0,no
774,1966-6-11,1990,rnd,single,high,low,6.93,3409536,3159903,7.0,no
775,1978-4-26,2003,sales,,high,very high,8.1,7853274,7369122,,no
776,2001-10-29,2019,sales,single,high,very high,9.0,5979960,5583008,,yes
777,2000-2-23,2020,rnd,single,high,low,6.67,2735600,2559985,1.0,yes
778,1975-5-11,2002,rnd,,very high,low,9.0,7780320,6955408,8.0,no
779,1970-6-18,2003,rnd,married,high,high,6.67,2693200,2533107,,yes
780,1993-5-10,2011,rnd,single,high,low,6.67,5734400,5392007,1.0,yes
781,1995-4-9,2015,rnd,married,high,low,6.67,4884200,4511129,1.0,no
782,1991-6-2,2014,rnd,married,high,low,7.5,7716600,7169562,0.0,no
783,1980-1-5,2011,rnd,married,high,high,7.5,4073400,3818693,1.0,no
784,1983-9-6,2001,rnd,married,high,high,9.0,6766470,6202649,0.0,no
785,1981-10-12,2007,rnd,married,very high,very high,6.93,4990960,4518750,4.0,no
786,1994-7-21,2018,rnd,married,high,high,6.93,7426224,6764025,1.0,no
787,1966-10-22,1998,rnd,married,high,medium,8.1,6251904,5725186,3.0,no
788,1993-5-27,2011,rnd,single,high,high,7.2,5176440,4850032,3.0,no
789,1977-9-6,1997,hr,married,high,low,7.8,8376264,7794048,9.0,yes
790,1988-11-8,2012,rnd,,high,very high,6.93,2765984,2571094,4.0,no
791,1986-2-12,2012,sales,single,very high,low,8.67,8954920,8046473,,yes
792,1988-9-21,2007,rnd,single,very high,high,6.93,4321408,3884411,1.0,yes
793,1993-7-10,2017,rnd,,high,high,6.93,4292080,3962773,1.0,no
794,1987-1-26,2014,rnd,single,high,very high,7.5,3913875,3606925,,no
795,1984-5-28,2013,sales,,high,very high,7.2,7483104,6964914,,no
796,1996-10-14,2014,rnd,married,high,very high,6.67,2611200,2418449,1.0,yes
797,1995-2-22,2020,rnd,,very high,high,7.8,3682692,3339401,1.0,yes
798,1988-11-1,2016,rnd,single,very high,medium,8.67,5479500,4965564,4.0,yes
799,1979-3-21,1998,rnd,married,high,low,8.67,3448640,3165051,0.0,no
800,1993-4-19,2020,rnd,,high,medium,7.5,3927150,3641307,1.0,yes
801,1971-10-29,2016,sales,single,high,high,7.5,7474275,6980084,3.0,yes
802,1988-5-11,2017,sales,married,high,medium,7.8,2741778,2520248,0.0,no
803,1987-8-11,2015,rnd,married,high,very high,7.5,3540150,3253814,3.0,no
804,1973-4-17,1994,rnd,single,very high,very high,7.5,3241575,2914823,,no
805,1976-11-7,2006,sales,married,high,high,8.67,6912620,6468251,,no
806,1969-8-3,2003,rnd,single,high,medium,8.33,8662500,7877148,7.0,no
807,1983-6-2,2012,sales,,high,high,8.1,7224147,6722638,0.0,no
808,1992-7-15,2010,rnd,,very high,very high,7.2,8119440,7299685,4.0,no
809,1993-8-22,2011,rnd,,high,medium,8.1,8831349,8134993,0.0,no
810,1975-6-5,1998,sales,married,high,high,7.2,4467744,4195458,3.0,no
811,1983-8-1,2011,sales,single,high,medium,7.8,3016728,2782446,7.0,no
812,1978-10-4,2003,rnd,married,high,low,7.8,7797348,7386650,8.0,no
813,1982-4-19,2000,rnd,,high,very high,8.67,8578700,8096168,7.0,yes
814,1981-3-20,2000,rnd,single,high,high,7.2,3811968,3548327,1.0,no
815,2000-11-17,2019,rnd,single,high,medium,7.2,6036552,5707783,,no
816,1982-11-13,2012,rnd,single,high,medium,8.33,6972500,6467996,9.0,no
817,1985-11-2,2003,rnd,single,very high,very high,8.33,7923000,7189655,2.0,no
818,1990-9-26,2018,sales,married,high,very high,9.0,7372890,6953588,0.0,no
819,1993-2-21,2015,rnd,married,high,medium,9.0,7394760,6804785,0.0,no
820,1986-9-9,2016,sales,,high,very high,7.2,4703184,4441155,1.0,no
821,1972-8-17,1999,sales,married,high,medium,7.2,4874472,4492600,,no
822,1987-1-25,2016,rnd,single,high,high,7.5,8452800,7999242,2.0,no
823,1992-11-8,2013,rnd,,high,medium,8.1,5944266,5545024,0.0,no
824,1979-10-25,2005,rnd,single,high,very high,8.33,5377000,4898423,4.0,no
825,1992-7-3,2011,rnd,married,high,very high,9.0,8725320,8081993,1.0,no
826,1983-3-18,2014,hr,married,high,high,9.0,4013550,3762585,1.0,no
827,1993-5-12,2018,rnd,,high,high,8.1,3841587,3584573,1.0,no
828,2003-12-19,2021,rnd,single,high,high,7.5,7185150,7185150,1.0,yes
829,1988-6-2,2015,sales,single,high,low,7.5,6794325,6248804,0.0,yes
830,1980-12-19,2015,rnd,married,high,very high,7.8,4363164,4131392,3.0,no
831,1990-5-12,2019,rnd,married,high,high,8.1,6909219,6504018,,yes
832,1984-11-27,2012,rnd,,high,very high,7.8,4903704,4601392,7.0,no
833,1994-1-29,2017,rnd,married,high,high,7.8,5191524,4870554,1.0,no
834,1987-1-10,2015,sales,married,very high,high,8.33,7059500,6403174,1.0,no
835,1986-9-23,2015,hr,single,high,high,8.33,9933000,9137153,,no
836,1992-1-15,2010,sales,married,high,low,8.67,4480840,4189267,1.0,yes
837,1981-12-30,2001,rnd,single,high,high,9.0,9737820,8960084,9.0,no
838,1979-8-19,1999,sales,single,high,low,7.5,3882825,3653048,0.0,yes
839,1979-8-31,2012,sales,single,high,low,7.2,3834000,3589215,7.0,no
840,1986-5-17,2011,rnd,married,high,high,8.1,5537241,5223319,,no
841,1997-7-5,2015,rnd,single,very high,medium,6.93,4083456,3667884,8.0,no
842,1993-6-16,2020,rnd,married,high,very high,8.67,8241220,7804924,1.0,yes
843,1995-6-8,2013,rnd,married,very high,very high,7.8,7664202,6874956,1.0,no
844,1991-9-18,2011,sales,married,high,high,8.67,7355660,6743980,1.0,no
845,1981-9-12,2005,rnd,married,high,very high,7.5,8260200,7740792,3.0,no
846,1986-11-26,2006,rnd,,high,medium,8.33,4469000,4098495,2.0,no
847,1987-9-13,2007,rnd,single,very high,low,6.93,8123024,7351152,0.0,no
848,1986-10-15,2019,rnd,married,high,very high,6.67,3868400,3623793,1.0,no
849,1978-10-16,2014,sales,single,high,high,6.93,7112976,6660089,8.0,yes
850,1989-7-17,2020,sales,,high,low,8.1,7551468,7122010,1.0,no
851,1965-7-26,1993,rnd,,high,low,7.2,7990056,7476425,4.0,no
852,1992-5-22,2011,rnd,married,high,very high,8.1,5046867,4734396,1.0,no
853,2002-10-7,2020,rnd,single,very high,low,6.93,4579328,4054296,1.0,no
854,1976-5-7,2014,rnd,married,high,high,7.2,7159320,6532226,,no
855,1984-9-19,2007,rnd,married,high,very high,7.5,4993650,4684474,1.0,no
856,2001-8-18,2019,rnd,single,high,high,8.1,8367219,7892113,,no
857,1977-11-23,2015,rnd,single,high,high,7.2,8341272,7888473,1.0,yes
858,1968-2-20,1995,rnd,,high,high,8.1,4991220,4567368,3.0,no
859,1992-7-3,2015,rnd,married,high,very high,6.67,5325600,4884527,0.0,no
860,1999-2-27,2020,rnd,married,high,very high,7.8,4536792,4284438,,yes
861,1975-10-7,1993,sales,married,very high,low,8.33,7011250,6275172,8.0,no
862,1977-1-14,2015,rnd,single,high,high,8.67,7523880,7047470,2.0,no
863,1988-8-3,2016,hr,married,high,high,8.67,10470460,9811150,,no
864,1980-12-28,2016,rnd,,high,low,9.0,10400130,9567736,6.0,yes
865,1991-2-3,2013,sales,,high,low,8.67,6444880,5870723,8.0,no
866,1981-5-11,2016,sales,married,high,medium,6.67,5131200,4837104,5.0,no
867,1971-8-26,1989,rnd,married,very high,low,8.33,3091250,2782653,2.0,no
868,1993-7-23,2015,rnd,married,high,low,8.67,7981740,7499520,1.0,no
869,1975-12-7,1996,rnd,married,high,medium,9.0,5799600,5472869,5.0,no
870,1986-8-17,2006,sales,married,high,low,9.0,10019700,9304206,,no
871,1997-4-29,2020,rnd,married,high,medium,7.5,8808750,8260268,,yes
872,1988-6-25,2011,sales,married,high,high,7.2,6915456,6504379,1.0,no
873,1985-2-1,2014,rnd,,high,high,8.67,6324240,5899477,1.0,no
874,1991-10-12,2011,rnd,,high,high,8.67,5136300,4822364,1.0,no
875,1977-2-23,2001,rnd,single,very high,very high,8.33,3406750,3026070,1.0,no
876,2001-3-10,2019,sales,single,high,very high,6.93,3596944,3304192,1.0,no
877,1975-2-27,2009,rnd,,high,very high,7.5,5461875,5160989,,no
878,1979-7-13,2011,hr,married,high,low,6.93,6663904,6169710,,no
879,1961-2-3,2009,sales,,high,very high,7.5,4862250,4456282,0.0,no
880,1989-11-7,2019,rnd,married,very high,medium,9.0,8165880,7415437,,no
881,1989-4-29,2011,rnd,single,high,high,8.67,3919500,3651481,4.0,no
882,1985-1-29,2004,rnd,,very high,low,6.93,6449040,5835707,2.0,no
883,1988-5-12,2006,rnd,married,high,very high,6.67,4633200,4348381,,no
884,1981-9-16,2014,sales,,high,medium,7.5,7355250,6912828,7.0,no
885,1996-8-12,2016,sales,single,high,very high,7.8,5268042,4919266,0.0,no
886,1991-9-10,2009,rnd,married,very high,medium,6.67,5216200,4706487,0.0,no
887,1979-9-7,2001,rnd,married,high,low,7.8,5745636,5289666,3.0,no
888,1986-4-5,2005,sales,married,high,very high,7.2,6531408,6187975,4.0,no
889,1994-1-30,2012,rnd,married,high,low,7.5,3813525,3560049,1.0,no
890,1967-1-3,1988,rnd,,high,high,6.93,4508192,4141275,7.0,no
891,1977-8-30,2011,rnd,married,high,very high,7.2,6041952,5650380,,no
892,2002-2-4,2020,rnd,single,very high,medium,7.2,8219232,7278809,1.0,yes
893,1992-2-5,2018,rnd,,high,very high,7.8,9021402,8376417,1.0,no
894,1967-9-16,1985,rnd,married,high,very high,7.5,7704675,7178491,3.0,no
895,1990-1-21,2015,rnd,married,high,low,7.8,7642674,7203274,1.0,no
896,1990-9-15,2011,rnd,single,high,low,7.2,8311896,7580388,,no
897,1962-1-25,2008,sales,single,high,very high,7.8,4652622,4270419,,no
898,1978-8-4,1996,rnd,married,high,very high,7.5,8521875,7963624,3.0,no
899,1972-12-27,1998,rnd,married,high,high,7.2,7226280,6782691,2.0,no
900,1985-10-5,2009,rnd,married,high,medium,8.67,4739280,4466804,1.0,no
901,1973-5-11,2014,rnd,single,high,medium,6.67,6058800,5742394,5.0,no
902,1994-12-6,2016,rnd,,high,high,8.1,7480512,7084489,1.0,no
903,1992-7-24,2015,rnd,,high,very high,6.67,6751600,6382077,1.0,no
904,1973-8-11,1996,rnd,single,high,very high,9.0,8214480,7734186,6.0,no
905,1992-2-25,2012,rnd,,high,very high,6.93,7110688,6617671,3.0,no
906,1987-7-20,2019,rnd,married,high,high,7.5,8234100,7560462,0.0,no
907,1977-4-27,1995,sales,married,high,medium,9.0,9327690,8827188,7.0,no
908,1988-8-20,2011,sales,,high,high,7.5,7197525,6718496,0.0,no
909,2002-6-21,2020,rnd,single,high,very high,8.33,5576000,5250965,1.0,no
910,1998-3-13,2020,rnd,married,very high,high,8.67,4943640,4441725,1.0,no
911,1996-10-11,2020,sales,single,high,very high,6.67,5946200,5550452,1.0,yes
912,1995-2-25,2013,rnd,single,very high,very high,7.2,4663872,4227968,1.0,no
913,1976-10-9,1995,sales,single,high,medium,8.1,9241776,8541382,,yes
914,1966-1-26,1987,rnd,,high,medium,7.2,3158568,2930569,1.0,no
915,2000-3-24,2019,rnd,single,very high,high,7.2,3872448,3513380,1.0,yes
916,1975-6-5,1995,sales,married,high,medium,8.67,3414580,3186728,2.0,no
917,1987-5-22,2017,sales,single,high,low,6.67,6908000,6488212,0.0,no
918,1970-7-17,1990,sales,,very high,medium,8.67,8406580,7480494,4.0,no
919,1962-9-3,1996,rnd,single,high,very high,8.33,6464250,6094324,6.0,no
920,1987-4-26,2006,rnd,,high,medium,8.33,4744750,4437248,4.0,no
921,1993-1-29,2016,rnd,single,high,high,7.5,3888900,3677794,0.0,no
922,1977-11-10,1995,rnd,,high,low,7.8,8534214,7942497,1.0,no
923,1987-3-18,2007,hr,married,high,medium,7.5,4853700,4583286,4.0,no
924,1986-2-17,2017,rnd,married,high,high,8.67,7085520,6609010,0.0,no
925,1979-8-3,2003,rnd,married,high,medium,8.1,7536402,6977503,6.0,no
926,1978-3-6,1998,sales,single,high,very high,8.1,5484996,5119943,3.0,no
927,1985-8-29,2003,rnd,single,high,medium,6.67,4055800,3834546,9.0,no
928,1977-9-9,2011,rnd,married,high,very high,7.8,6805890,6431572,,yes
929,1993-4-14,2019,rnd,married,high,very high,8.1,5111748,4816496,,no
930,1970-5-2,2013,rnd,single,high,high,8.67,3952520,3691528,0.0,no
931,1991-11-9,2011,rnd,single,high,high,8.67,7426380,6787040,7.0,no
932,1992-8-3,2011,rnd,,high,high,8.33,3963000,3704084,3.0,yes
933,1993-11-28,2016,rnd,single,high,low,9.0,9260730,8756363,2.0,no
934,1996-9-3,2019,rnd,single,high,medium,8.33,4062500,3723989,1.0,no
935,1989-9-2,2011,sales,married,high,very high,8.33,5770500,5360925,1.0,no
936,1976-12-10,1999,rnd,single,very high,medium,8.1,8202465,7388942,3.0,no
937,1982-9-15,2000,rnd,,high,medium,9.0,10277280,9608526,6.0,no
938,1963-8-25,2019,rnd,,high,high,8.67,9262500,8733264,1.0,no
939,1989-5-11,2011,rnd,married,high,high,7.2,6619536,6056854,1.0,yes
940,1982-11-2,2015,rnd,single,high,low,7.8,8764704,8218964,0.0,yes
941,1991-8-28,2011,rnd,married,high,very high,7.8,4569552,4299540,0.0,no
942,1985-6-8,2011,rnd,married,high,high,7.8,6025266,5666571,3.0,no
943,1975-11-5,2011,hr,single,high,low,9.0,4796820,4507865,6.0,no
944,1993-10-18,2011,rnd,married,high,very high,8.33,5609500,5312026,0.0,no
945,1971-6-5,1996,rnd,married,high,low,8.67,4611360,4370543,4.0,no
946,1981-12-16,2012,sales,single,high,medium,6.67,4639200,4373715,2.0,yes
947,1969-12-5,2011,sales,single,high,medium,8.33,6547250,5954752,9.0,yes
948,1991-1-18,2012,rnd,married,very high,low,7.2,8404344,7507900,1.0,no
949,1982-8-13,2012,rnd,single,high,high,7.5,2943450,2782088,0.0,no
950,1990-3-26,2011,sales,,high,high,8.33,5613750,5112704,1.0,no
951,1980-3-24,2002,sales,single,high,medium,7.2,3341520,3127885,,no
952,1990-8-2,2018,sales,single,high,medium,6.93,4695808,4447209,1.0,yes
953,1977-8-27,2011,rnd,married,high,low,8.33,8892500,8352902,4.0,yes
954,1979-1-6,2000,rnd,married,high,high,8.1,3604905,3378226,,no
955,1966-8-19,1998,rnd,married,high,high,7.5,5299425,4943954,,no
956,1965-8-28,1985,hr,single,high,medium,7.5,8850375,8251328,,no
957,1981-1-27,2015,rnd,,high,high,6.93,6111664,5657900,,no
958,1987-11-16,2011,rnd,,high,very high,6.67,6873400,6510134,0.0,no
959,1981-9-13,2012,rnd,single,high,very high,7.2,8328312,7792937,1.0,no
960,1980-11-13,2011,sales,,high,low,6.67,5274200,4859222,,no
961,1986-9-21,2012,rnd,single,high,high,7.8,8244054,7792111,1.0,no
962,1970-10-4,1988,hr,,high,medium,8.67,8649420,8189187,1.0,no
963,1983-11-6,2010,sales,,high,low,7.2,2542752,2361177,3.0,no
964,1987-12-7,2011,sales,single,high,low,6.93,5497648,5179619,1.0,no
965,1996-5-11,2014,rnd,married,high,very high,7.5,6062625,5736776,3.0,no
966,1963-10-25,1990,rnd,married,high,low,8.67,5608460,5223975,7.0,yes
967,1981-3-31,2014,rnd,married,very high,medium,9.0,9416250,8471659,3.0,no
968,1985-7-10,2004,sales,married,high,low,7.8,7555626,6977859,2.0,no
969,1973-10-11,2010,rnd,single,high,very high,7.8,5211414,4928517,1.0,no
970,1994-5-30,2016,sales,married,high,very high,8.67,10113220,9422547,8.0,no
971,1970-7-31,1992,rnd,single,high,medium,7.2,7158024,6599081,3.0,no
972,2003-2-4,2021,rnd,single,high,very high,8.67,10140260,10140260,,no
973,1986-2-14,2011,rnd,married,high,very high,7.8,5508126,5190958,0.0,no
974,1994-12-7,2013,sales,single,very high,very high,6.67,3386200,3077804,3.0,no
975,1966-2-13,1997,sales,single,high,high,7.2,7315488,6734316,,yes
976,1965-11-17,1988,rnd,married,high,medium,7.8,6140160,5776255,4.0,no
977,1987-9-17,2016,rnd,,very high,high,8.1,8878977,8069596,1.0,no
978,1981-8-31,2006,rnd,,very high,high,7.8,8500518,7710220,5.0,no
979,1987-2-24,2011,rnd,married,high,high,8.67,9189960,8604831,4.0,no
980,1990-3-16,2018,sales,single,high,very high,8.67,9230260,8612727,7.0,yes
981,1986-6-19,2016,sales,married,high,high,6.67,5351600,4892220,,yes
982,1983-7-10,2017,rnd,,high,high,7.5,5167800,4896068,1.0,no
983,1987-9-2,2007,rnd,single,high,very high,6.67,7884800,7470911,1.0,no
984,1993-12-28,2016,sales,married,high,low,7.2,4131648,3902935,1.0,no
985,1990-5-29,2011,rnd,married,high,high,7.2,8628552,8007936,1.0,yes
986,1982-6-4,2013,sales,married,high,very high,6.67,3412000,3208576,3.0,no
987,1970-4-4,2007,sales,married,high,medium,8.1,4989033,4719100,2.0,no
988,1980-2-4,2009,rnd,,high,very high,6.93,6188208,5776893,3.0,no
989,1984-11-17,2013,rnd,married,high,high,7.8,5036616,4667422,7.0,no
990,1988-12-22,2013,sales,married,high,very high,7.8,5688072,5320927,6.0,no
991,1989-1-10,2017,sales,married,high,medium,8.33,3745250,3505147,0.0,no
992,1982-6-1,2008,rnd,married,very high,high,8.1,7039710,6362716,3.0,no
993,1996-6-26,2015,sales,married,high,high,8.33,9369000,8855387,2.0,no
994,1969-8-27,1997,rnd,married,high,high,8.1,5586327,5286077,2.0,no
995,1978-2-18,2001,rnd,single,high,high,7.8,6977178,6517681,,no
996,1994-12-4,2015,sales,married,high,very high,7.5,8793450,8298839,1.0,no
997,1994-11-3,2013,rnd,single,high,high,9.0,5306850,4979684,1.0,yes
998,1995-4-29,2016,rnd,single,high,very high,9.0,3809160,3577347,0.0,no
999,1979-12-7,2000,hr,married,high,low,6.93,2753504,2568088,0.0,no
1000,1969-11-1,2009,rnd,married,high,low,8.33,5636000,5287550,9.0,no
1001,1984-6-15,2013,rnd,single,high,high,8.33,9262250,8476480,4.0,no
1002,1986-3-11,2011,rnd,single,high,very high,8.33,5752250,5429724,2.0,no
1003,1996-10-23,2014,rnd,married,high,very high,8.67,8377980,7913459,4.0,no
1004,1995-10-2,2013,rnd,single,high,low,6.67,7959400,7480639,0.0,no
1005,1992-2-4,2011,hr,single,high,low,8.67,5372900,5029392,1.0,no
1006,1972-1-3,2001,rnd,single,very high,low,7.8,9143316,8285741,3.0,yes
1007,1992-9-7,2012,rnd,single,high,very high,7.8,7833384,7360819,0.0,yes
1008,1967-7-29,1992,rnd,single,high,very high,9.0,5839560,5327093,6.0,no
1009,1963-11-20,1989,rnd,married,very high,low,8.33,7635500,6894979,3.0,no
1010,1966-2-15,1990,rnd,,high,very high,7.5,7293375,6841173,2.0,no
1011,1985-4-22,2006,sales,single,high,medium,7.8,9459216,8718975,3.0,no
1012,1990-11-27,2020,sales,single,high,high,6.93,4029584,3784713,,yes
1013,1991-3-17,2013,sales,,high,low,7.5,6589800,6157540,7.0,no
1014,1990-12-24,2012,rnd,single,high,medium,7.8,8504730,8034700,,no
1015,1987-12-29,2011,rnd,,high,low,8.33,8905750,8287502,5.0,no
1016,1990-5-15,2020,rnd,single,high,medium,8.1,3368466,3175102,,yes
1017,1994-5-27,2015,rnd,married,high,low,6.93,7399808,6897658,,no
1018,1985-4-6,2011,rnd,single,high,very high,7.5,3510450,3236631,1.0,no
1019,1985-3-25,2010,sales,married,high,low,8.67,10153520,9532031,4.0,no
1020,1974-5-3,2004,rnd,married,high,very high,8.33,7476250,7029854,,no
1021,1996-11-1,2015,sales,married,high,low,7.5,5908950,5566603,,yes
1022,1984-10-28,2014,rnd,single,high,high,8.67,8798400,8187604,0.0,no
1023,1965-6-15,2016,rnd,married,very high,low,7.2,7965432,7144525,2.0,no
1024,1974-2-3,1995,rnd,married,high,high,6.67,6525200,5933618,3.0,no
1025,1997-1-25,2016,sales,married,high,high,7.5,3733650,3514354,,no
1026,1989-8-12,2014,sales,married,high,very high,7.5,8659800,8136615,4.0,no
1027,1987-2-15,2014,rnd,married,high,medium,8.1,8476812,7782603,5.0,no
1028,1980-12-16,2014,rnd,married,high,high,9.0,9977040,9398116,,no
1029,1981-11-8,2010,rnd,,high,high,6.93,6870864,6487455,3.0,no
1030,1990-12-14,2008,sales,,high,very high,7.2,2484864,2279273,1.0,no
1031,1975-9-17,1993,sales,,high,very high,8.67,5439720,5141512,4.0,yes
1032,1982-5-8,2010,rnd,single,very high,low,6.93,4390880,3933775,2.0,yes
1033,1990-11-14,2011,rnd,single,high,medium,8.1,9570312,9066229,1.0,yes
1034,1976-2-20,1997,rnd,,high,low,7.8,8752536,8026903,2.0,no
1035,1990-7-3,2013,hr,single,high,medium,8.1,9287946,8493777,9.0,no
1036,1990-12-21,2014,rnd,married,high,very high,6.93,7720336,7237588,6.0,yes
1037,1976-8-28,2011,rnd,married,high,very high,8.1,5218425,4771785,4.0,no
1038,1973-10-3,2006,sales,,high,low,9.0,10289160,9749985,,no
1039,1987-4-14,2019,hr,married,high,high,8.67,5638360,5237191,1.0,yes
1040,1981-9-30,2005,rnd,,high,medium,6.67,4533600,4286281,2.0,no
1041,1993-7-17,2015,sales,single,high,low,8.67,8968180,8197605,0.0,no
1042,1977-12-20,2014,rnd,single,high,high,9.0,9657900,9012597,3.0,no
1043,1968-4-9,1986,rnd,single,high,medium,6.67,3212000,3021352,4.0,no
1044,1972-6-16,2001,rnd,married,high,high,7.8,8996364,8373384,,no
1045,1981-9-28,2013,rnd,,high,high,7.8,6363864,5930355,2.0,no
1046,1977-6-22,2015,rnd,single,high,medium,7.8,4723992,4430680,1.0,no
1047,1988-5-21,2016,sales,married,high,low,6.67,4255200,3976450,0.0,no
