PassengerId,group,Earth,Europa,Mars,CryoSleep,A,B,C,D,E,F,G,T,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,VIP,scaled_RommService,scaled_FoodCourt,scaled_ShoppingMall,scaled_Spa,scaled_VRDeck,Transported
4388_01,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4390_01,1,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4390_02,1,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4390_03,1,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.8241799983080844,0.0,1.3299312210050631,1.4272065660388231,0.0,0
4391_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.6017017799413171,0.0,0.0,1.50462730246065,0.6241963505817849,1
4392_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.9795383243914376,0.0,0.0,1.661627367843678,0.0,0
4393_01,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
4393_02,1,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.7841022737678571,0.0,1.140832123086788,0.0,0.0,0
4395_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,1.7236502730659744,1.6430938702220115,0.9309025266888221,0
4396_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1.2236906525479216,0.7757561757824245,1.6298044689599,0.0,0
4397_01,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4399_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,1.332614475089494,0.2672454385532548,2.0903848050787994,0.0,1.2483927011635698,0
4400_01,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.7598261602644765,0.0,2.0748530807784102,0.0,0.0,0
4400_02,1,0,0,1,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4400_03,1,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4401_01,1,1,0,0,,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4401_02,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4402_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0
4403_01,1,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.3189025854283765,1.6640127513774514,0.0,0.4512916199214712,1.6200992696123342,0
4403_02,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5239995654055677,0.0,1.8420103329919157,1.1792914297163688,1.5963866620161435,0
4404_01,0,1,0,0,,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.1686130986895011,1.9415504537767867,1.207918875996719,0.0,0
4405_01,0,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4407_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4408_01,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4409_01,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.6311955356500567,1.9284773436698799,1.0973270786005638,1.773175318021079,1
4410_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.887511217448728,0.0,1.121219121087877,1.6588633274983022,0.0,0
4411_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0.0,1.7698007268044553,0.0,1.2904979814270665,0.0,0.0,1
4413_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.7621037089764358,0.0,1.7438737624144898,0
4415_01,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.8437620212018266,1.3715708279138863,1.1593237532414782,0.6258750499695162,0.9931367212457825,0
4416_01,0,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4422_01,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4422_02,1,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,2.129551727807961,0.0,1.8184159244027729,1.2168021280083559,1
4424_01,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.915882961356025,0.0,1.2091938802789697,2.060029718452344,0.5275071124607182,0
4426_01,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4427_01,1,0,1,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.29583707248290936,1.07491515278716,0.0,1.6852267851087133,2.1688658802857255,0
4427_02,1,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.9313448972142149,0.0,1.345577193890803,2.161962985740624,0
4428_01,0,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,2.2727184195799106,0.8039057008383146,1.6820783610037844,1.6255483984253318,1
4429_01,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.6971850451628112,1.0946114668091786,1.0143808321113605,1.5717423255127225,0.0,0
4430_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.1686130986895011,2.368731528042718,0.0,0.0,1
4431_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.55995723371683,0.0,2.3468386332174416,0.579953601178403,0.2978173459810155,0
4432_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
4433_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0
4436_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4437_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4438_01,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.7720510115547814,0.0,1.991191705351496,0.0,0.0,0
4440_01,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1.37243497547028,0.0,0.0,1.1555487052545081,1
4441_01,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
4441_02,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4441_03,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,2.049354830180324,0.0,0.0,1.5146194739893715,1
4444_01,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,1.6550021923322888,0.0,0.0,1.2168021280083559,0
4445_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.55995723371683,0.0,1.405288179440655,1.593821542977616,0.0,0
4446_01,1,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.18665241123894336,1.1521147582928661,2.150629916564502,2.0243398234016277,1.6549180607153637,0
4446_02,1,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.992160883874502,1.131174228185588,2.2340118983337,0.0,0
4446_03,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4446_04,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.9573930430397399,2.1203607847251167,0.0,1.3079534109733006,1.375803649418215,1
4446_05,1,0,1,0,,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,2.0186196192200736,0.0,0.0,2.0936222471713744,1
4447_01,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4448_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,2.5198749351355367,0.0,0.0,1
4449_01,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,1,0.0,1.3107418849085064,0.0,2.1897121485002202,0.8649205849987093,0.8832211999738746,1
4450_01,1,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4450_02,1,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,2.1603685536679733,0.0,0.4512916199214712,0.0,1
4450_03,1,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4450_04,1,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.9937758759064075,0.0,0.8649205849987093,2.193186954800241,0
4451_01,0,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4452_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,1
4453_01,0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,1.909025379218678,0.0,1.2336220878955308,1.5524626973647686,0
4456_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.5601205897026693,1.6398688399484884,0.0,1.3088835776180319,1
4457_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.7633208633470079,0.0,1.2720063512723763,0.1745834300480449,0.37580364941821515,1
4459_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4461_01,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4462_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.6127225510409713,1.0566622974522266,1.8569117049632033,0.0,0.7516072988364303,0
4463_01,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4463_02,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4464_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
4465_01,1,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
4465_02,1,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.9247126870847869,1.0534824184291125,0.0,1.8160074334987897,2.018499544630048,0
4465_03,1,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.8343110924357093,0.0,0.0,2.283912501698195,0
4466_01,0,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0,1.0,0.0,1.8994314368147838,0.0,0.9903114728928379,2.078958768912055,0
4467_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.9649789674437054,0.7031039757960106,2.105204897886494,0.0,0.939509123545538,1
4469_01,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4469_02,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.8911880459427284,1.8731415884005902,2.1265731013884253,1.2043362521742895,0
4470_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.9779782668754495,0.0,0.5206780355557714,0.0,0.0,0
4472_01,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.3582261322689668,2.3560857831936644,1.0270120013058808,0.0,0
4472_02,1,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.265757142008008,0.0,2.0893722363237095,0.0,0.0,0
4473_01,1,0,0,1,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,2.0777879432646467,0.8353423914104244,2.0150195597682945,0.0,1.3434505299636157,0
4473_02,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.8585171050098064,0.0,1.0540445779001408,0.0,0.0,0
4474_01,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4474_02,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4474_03,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4475_01,1,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.6906959960353908,1.3321896348266615,0.0,1.2798566139783552,2.1047844211313462,0
4475_02,1,0,1,0,1.0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4476_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.9024160298743251,0.0,0.0,1.317562721017771,1.2483927011635698,0
4477_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.8443337464867926,0.0,0.0,0.0,0.7680417263016122,0
4479_01,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,1,0.0,2.201986319001818,0.0,0.0,0.6460354586790924,0.18790182470910757,0
4482_01,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
4482_02,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4482_03,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4482_04,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
4482_05,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4483_01,1,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,1,0.0,2.0407997244875364,0.0,1.643912835769591,1.379360427690027,0.9033107618789334,0
4483_02,1,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,1,0.0,2.1636728411825215,0.0,1.324583736394086,0.1745834300480449,0.0,0
4485_01,1,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4485_02,1,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.9134639107158782,0.0,2.414327616013288,1.6640212684732818,0.0,0
4486_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4487_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.2672454385532548,0.0,1.6842863833364141,1.0550142249214365,0
4490_01,0,0,1,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,1.4157775506261534,2.3292072025309642,1.1389058224193667,1.511556333706668,0
4491_01,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.6835037349511128,0.0,0.6983337201921797,2.1541131236258364,0
4492_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4493_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0064890491274203,1.0154500984026416,2.198877505189335,1.5134436752451932,0.0,1
4494_01,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4496_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,1.954009084533898,0.6295320036582305,0.0,1.1398292277352087,1
4497_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
4498_01,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
4498_02,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0
4498_03,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4498_04,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
4498_05,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4498_06,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1.6528326592776343,0.0,0.0,0.0,1
4498_07,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.1686130986895011,0.0,1.0664471521967032,1.8240304940246168,0
4498_08,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
4500_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.189916481604246,0.0,1.5722244122146058,1.567284321546066,0.0,0
4501_01,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4502_01,0,0,0,1,1.0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
4505_01,1,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,1.6448018091072698,1.259064007316461,0.9227436485525188,2.107191025668699,1
4505_02,1,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.18665241123894336,1.0534824184291125,0.0,1.3357468477209122,0.0,0
4506_01,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.366655533828889,0.0,2.1967013840708294,0.0,0.0,0
4508_01,1,0,0,1,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.6347434811976331,0.0,2.1885946501415887,0.7416177558924436,0.0,0
4508_02,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.7097120716481697,1.5495247952856372,1.5697067695230278,0.6647010817031233,0.0,0
4508_03,1,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.9389484743014922,0.0,0.6727314726527263,0.0,0.0,0
4509_01,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.324864803335962,0.0,2.1923047304024346,0.0,0.0,1
4509_02,1,0,0,1,0.0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,2.2734448394278215,0.5237502901441348,0.0,1
4509_03,1,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.887511217448728,0.0,2.61568026647135,0.0,0.0,1
4510_01,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4511_01,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4511_02,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4512_01,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.8160571722246157,0.9564452139946669,1.917452159070478,0.0,0.8615228201083382,0
4514_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4515_01,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
4515_02,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.4824894837218527,1.8150983559085914,2.487482282396686,0.0,0.0,1
4516_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.6303546120871482,0.0,0.2242438242175754,1.3268188520552147,1.553344275477263,0
4517_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.6463076708937965,0.0,1.7648806827064683,0.7416177558924436,1.9416187453260425,0
4518_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,1.806698300112059,0.0,2.114720744287871,1.42980766298099,0.695319375264767,0
4521_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.7931530922830354,0
4522_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.242771227794443,0.8430654934475055,0.0,1.2391987876343178,1.7486259722991055,1
4524_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,,0.0,1.1563454263421682,2.4666820663933295,0.1745834300480449,0.0,1
4529_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.8773484072743342,1.187777120855128,0.35541805240316376,1.1994518384259452,1.7129776649923742,0
4530_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.5916741449658187,0.0,1.6357736529483322,1.5775661837892208,0.0,0
4531_01,0,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4532_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4533_01,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4534_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.1025353725949683,0.9033534448888034,2.043115905658593,0.0,0.0,1
4535_01,1,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.7361466929233496,1.1025878299636793,0.0,0.0,0.0,0
4535_02,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.8667869552683445,0.0,2.1609535574599494,0.9531262980944493,1.0258371630165448,0
4537_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1.5524232142037442,0.0,0.0,1.9931367212457825,0
4538_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1.1666109698457423,0.0,1.666729581113861,0.0,0
4539_01,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4539_02,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4542_01,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4542_02,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4543_01,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,1,0,1.0,0.7106519766445111,0.0,1.3191463738958387,1.884667926459866,0.0,0
4544_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4546_01,0,1,0,0,,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4547_01,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.7830149820263362,0.0,0.0,1.8131128428411318,1
4549_01,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.7136032830194116,2.0001693752199317,0
4550_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1.2632245654986798,2.020712060649757,0.0,0.0,1
4552_01,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.596017505385426,1.1274315732773452,2.4573877687981454,0.9025832398429424,0.0,1
4553_01,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.0,1.1250583126841678,0.0,1.4174325808340231,2.327376792109241,0
4555_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.906753866493523,0.8017363156597643,1.2455822460565042,1.6478566571326532,0.6500335135983297,0
4557_01,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,1.5778058396468078,1.8398244094516103,0.0,0.9638016383333955,0
4558_01,0,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,1.5388819219894199,0.0,2.425904139228858,2.1516066296674135,0
4559_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1.2948609359019716,0.0,0.0,1.7100310595605317,1
4560_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.9835016596033651,2.1825685769031153,0.0,0.0,1
4561_01,0,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,1.5097947861684289,0.0,1.9067724532336177,2.2612960717917954,0
4562_01,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4563_01,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4564_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.9149393145999464,0.0,0.0,0.48571917069012305,0
4565_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,1.4143453617443533,1.5102847305058735,0.0,0.0,0.7516072988364303,0
4567_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.7287336883921703,1.1768153348312211,1.4818362268039418,1.693226044162473,0
4568_01,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,2.2402231030392823,0.0,1.1593237532414782,0.0,2.035668380988157,0
4569_01,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
4569_02,1,0,1,0,,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,1.875999303763249,0.6295320036582305,2.0951241142761994,1.2168021280083559,0
4570_01,0,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4571_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
4572_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0.0,1.0064890491274203,0.0,0.0,1.6723898338966223,0.18790182470910757,0
4573_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.7586511074556463,0.9259983681196776,0.8969752968703016,0.4901176516550783,0.37580364941821515,1
4574_01,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.3923208980906656,1.5083190044045782,1.659601507365131,0.0,1.8787533862681673,0
4575_01,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,1,0.0,0.29583707248290936,1.0154500984026416,1.790137007893785,1.5523580981531597,0.0,0
4576_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.7486543207480316,1.648157135149391,0.0,0.2767081898734263,0.695319375264767,0
